street_name,odd_on,avg_direction,building_num_range,start_end_coordinates,segment_length,segment_direction,building_num_range_length,avg_length_per_building,direction_deviation,road_type,offset_from_road_center
E 98th Street,left,118.5395563639229,"[1, 44]","[[40.7892, -73.954944], [40.788544, -73.953296]]",149.0354703495059,118.48124634452347,44,3.387169780670589,0.05831001939941416,Street,5
E 98th Street,left,118.5395563639229,"[45, 91]","[[40.788544, -73.953296], [40.787904, -73.951712]]",163.66879070878025,119.95833361545844,47,3.482314695931495,-1.4187772515355448,Street,5
E 98th Street,left,118.5395563639229,"[92, 135]","[[40.787904, -73.951712], [40.787168, -73.950032]]",151.41259851976758,117.99432845135661,44,3.4411954209038087,0.545227912566304,Street,5
E 98th Street,left,118.5395563639229,"[136, 180]","[[40.787168, -73.950032], [40.786528, -73.94848]]",157.0181732640281,117.6417945448979,45,3.489292739200624,0.8977618190249927,Street,5
E 98th Street,left,118.79900226090929,"[181, 241]","[[40.786528, -73.94848], [40.785503, -73.946228]]",230.77359217112016,116.76914960594759,61,3.7831736421495106,2.029852654961701,Street,5
E 98th Street,left,118.79900226090929,"[242, 299]","[[40.785503, -73.946228], [40.784567, -73.943787]]",221.5586761110254,120.91327915128419,58,3.819977174328024,-2.114276890374896,Street,5
E 99th Street,left,119.18493898235216,"[1, 41]","[[40.789848, -73.954458], [40.789152, -73.952816]]",148.7110938146588,119.33134407057196,41,3.6270998491380193,-0.14640508821980802,Street,5
E 99th Street,left,119.18493898235216,"[42, 85]","[[40.789152, -73.952816], [40.788496, -73.951216]]",160.44046643679994,119.89050691351986,44,3.6463742371999985,-0.7055679311677068,Street,5
E 99th Street,left,119.18493898235216,"[86, 127]","[[40.788496, -73.951216], [40.787776, -73.949568]]",153.4408402397941,118.34367482644294,42,3.653353339042717,0.8412641559092435,Street,5
E 99th Street,left,119.18493898235216,"[128, 170]","[[40.787776, -73.949568], [40.78712, -73.948032]]",158.68408487955637,119.14782480138857,43,3.69032755533852,0.03711418096361285,Street,5
E 99th Street,left,118.23510303620321,"[171, 236]","[[40.78712, -73.948032], [40.786176, -73.945728]]",229.74918270536844,118.14728111816392,66,3.481048222808613,0.08782191803931028,Street,5
E 99th Street,left,118.23510303620321,"[237, 299]","[[40.786176, -73.945728], [40.7852, -73.943328]]",220.92664499108596,118.32643205581496,63,3.50677214271565,-0.09132901961174866,Street,5
E 9th Street,left,119.42902906808604,"[1, 42]","[[40.733424, -73.995888], [40.732768, -73.99432]]",232.15325459695657,119.83237941160027,42,5.52745844278468,-0.4033503435142336,Street,5
E 9th Street,left,119.42902906808604,"[43, 69]","[[40.732768, -73.99432], [40.731728, -73.991936]]",151.16572887433873,118.80958247998086,27,5.598730699049582,0.6194465881051769,Street,5
E 9th Street,left,118.92958338425206,"[70, 92]","[[40.731728, -73.991936], [40.731136, -73.990528]]",135.9008088825189,118.92958338425206,23,5.908730820979082,0.0,Street,5
E 9th Street,left,120.6959648266257,"[93, 117]","[[40.731136, -73.990528], [40.730688, -73.989536]]",97.45556900541924,120.6959648266257,25,3.8982227602167696,0.0,Street,5
E 9th Street,left,123.51527358932418,"[118, 238]","[[40.730688, -73.989536], [40.729632, -73.98744]]",212.37588192727918,123.51527358932418,121,1.7551725779113982,0.0,Street,5
E 9th Street,left,118.96289376849302,"[239, 350]","[[40.729632, -73.98744], [40.728608, -73.985008]]",234.82213919425138,118.96289376849302,112,2.096626242805816,0.0,Street,5
E 9th Street,left,117.64905919818985,"[351, 447]","[[40.728608, -73.985008], [40.727728, -73.9828]]",210.57965618373592,117.64905919818985,97,2.1709242905539785,0.0,Street,5
E 9th Street,left,120.07465328171482,"[448, 549]","[[40.727728, -73.9828], [40.72672, -73.980512]]",223.3651266492343,120.07465328171482,102,2.18985418283563,0.0,Street,5
E 9th Street,left,116.69462904558762,"[550, 651]","[[40.72672, -73.980512], [40.725808, -73.978128]]",225.43557705304718,116.69462904558762,102,2.210152716206345,0.0,Street,5
E 9th Street,left,119.73001538010749,"[700, 753]","[[40.725808, -73.978128], [40.7248, -73.975808]]",225.7134932133767,119.73001538010749,54,4.17987950395142,0.0,Street,5
E 9th Street,left,124.55381711333794,"[754, 802]","[[40.7248, -73.975808], [40.724395, -73.975035]]",79.29472967024681,124.55381711333794,49,1.6182597891887105,0.0,Street,5
East Boats,left,2.125052302128826,"[1, 99]","[[40.733802, -73.976261], [40.734253, -73.976239]]",50.117462669007175,2.125052302128826,99,0.5062369966566381,0.0,Generic,5
East River,left,89.99976291082227,"[1, 99]","[[40.710689, -73.984678], [40.710689, -73.983951]]",61.43295165312612,89.99976291082227,99,0.6205348651830921,0.0,River,5
East River N,left,33.95093232360847,"[1, 99]","[[40.753481, -73.964291], [40.753952, -73.963874]]",63.05390566959993,33.95093232360847,99,0.6369081380767669,0.0,River,5
East Street,left,18.42296771482783,"[8, 15]","[[40.713254, -73.975891], [40.714186, -73.975483]]",109.0879935087747,18.42296771482783,8,13.635999188596838,0.0,Street,5
East Street,left,14.373548695007024,"[16, 31]","[[40.714186, -73.975483], [40.715207, -73.975126]]",147.49533363964642,13.955925342903601,16,9.218458352477901,0.41762335210341917,Street,5
East Street,left,14.373548695007024,"[32, 43]","[[40.715207, -73.975126], [40.716496, -73.974705]]",117.32463427451744,14.898566275799778,12,9.777052856209787,-0.5250175807927633,Street,5
Eldridge Street,left,21.90916366156071,"[1, 28]","[[40.714768, -73.993952], [40.715888, -73.99336]]",134.0563976545701,21.90916366156071,28,4.787728487663218,0.0,Street,5
Eldridge Street,left,22.047076264088535,"[29, 56]","[[40.715888, -73.99336], [40.71688, -73.992832]]",118.85107183605811,22.047076264088535,28,4.244681137002075,0.0,Street,5
Eldridge Street,left,20.828350917990818,"[57, 88]","[[40.71688, -73.992832], [40.718128, -73.992208]]",148.2786894783735,20.828350917990818,32,4.633709046199172,0.0,Street,5
Eldridge Street,left,21.505048581307708,"[89, 108]","[[40.718128, -73.992208], [40.719024, -73.991744]]",106.94444311871041,21.505048581307708,20,5.347222155935521,0.0,Street,5
Eldridge Street,left,21.16114316583306,"[109, 130]","[[40.719024, -73.991744], [40.719936, -73.99128]]",108.59930386011139,21.16114316583306,22,4.936331993641427,0.0,Street,5
Eldridge Street,left,21.290416346074256,"[131, 168]","[[40.719936, -73.99128], [40.721248, -73.990608]]",156.36764694825928,21.290416346074256,38,4.11493807758577,0.0,Street,5
Eldridge Street,left,21.605502631742773,"[169, 192]","[[40.721248, -73.990608], [40.722416, -73.99]]",139.50643130810104,21.605502631742773,24,5.812767971170877,0.0,Street,5
Eldridge Street,left,21.353809545446154,"[193, 218]","[[40.722416, -73.99], [40.723568, -73.989408]]",137.35776271578558,21.353809545446154,26,5.282990873684061,0.0,Street,5
Elizabeth Street,left,25.312996174904672,"[1, 29]","[[40.715856, -73.997712], [40.71704, -73.996976]]",145.44656945207214,25.312996174904672,29,5.015398946623177,0.0,Street,5
Elizabeth Street,left,23.801112090392955,"[30, 65]","[[40.71704, -73.996976], [40.718048, -73.996352]]",144.32553306941682,22.583911747631912,36,4.009042585261579,1.217200342761032,Street,5
Elizabeth Street,left,23.801112090392955,"[66, 95]","[[40.718048, -73.996352], [40.719248, -73.995696]]",123.73220775470688,25.22089673263847,30,4.1244069251568956,-1.419784642245503,Street,5
Elizabeth Street,left,17.380035240656667,"[96, 133]","[[40.719248, -73.995696], [40.720336, -73.995248]]",167.54972022916596,17.368711586828876,38,4.40920316392542,0.011323653827787439,Street,5
Elizabeth Street,left,17.380035240656667,"[134, 161]","[[40.720336, -73.995248], [40.721776, -73.994656]]",126.61125920815886,17.39502028260858,28,4.521830686005673,-0.014985041951916855,Street,5
Elizabeth Street,left,15.923518247550174,"[162, 203]","[[40.721776, -73.994656], [40.723184, -73.994128]]",162.59547641365015,15.923518247550174,42,3.8713208669916703,0.0,Street,5
Elizabeth Street,left,18.05856901066063,"[204, 257]","[[40.723184, -73.994128], [40.724864, -73.993408]]",196.2280251931056,18.05856901066063,54,3.6338523183908444,0.0,Street,5
Elizabeth Street,left,16.577911073854597,"[258, 291]","[[40.724864, -73.993408], [40.725968, -73.992976]]",127.91483019345733,16.577911073854597,34,3.762200888042863,0.0,Street,5
Ellis Island,left,107.17261652742387,"[1, 99]","[[40.700706, -74.040128], [40.700424, -74.038929]]",106.0617274671111,107.17261652742387,99,1.0713305804758697,0.0,Island,5
Elm Street,right,12.21053998433717,"[1, 21]","[[40.714096, -74.003536], [40.71456, -74.003344]]",96.09810602366164,3.2258880966855004,21,4.57610028684103,8.984651887651665,Street,5
Elm Street,right,12.21053998433717,"[22, 37]","[[40.71456, -74.003344], [40.7152, -74.00304]]",75.57053319638794,19.87114372581126,16,4.723158324774246,-7.660603741474091,Street,5
Elm Street,right,12.21053998433717,"[38, 48]","[[40.7152, -74.00304], [40.716064, -74.002976]]",54.020156601578734,17.476946789375692,11,4.910923327416248,-5.266406805038514,Street,5
Elm Street,right,34.2198882309476,"[49, 60]","[[40.716064, -74.002976], [40.716336, -74.002736]]",71.44307444876158,37.265744778238684,12,5.953589537396798,-3.0458565472910664,Street,5
Elm Street,right,34.2198882309476,"[61, 73]","[[40.716336, -74.002736], [40.716608, -74.002512]]",88.36073226266315,32.37665606254612,13,6.7969794048202425,1.843232168401471,Street,5
Elm Street,right,34.2198882309476,"[74, 83]","[[40.716608, -74.002512], [40.717232, -74.001968]]",69.83948147833955,35.500689200196035,10,6.983948147833955,-1.280800969248446,Street,5
Elm Street,right,34.2198882309476,"[84, 95]","[[40.717232, -74.001968], [40.717744, -74.001488]]",83.15318862815003,33.55725344579689,12,6.92943238567917,0.6626347851507148,Street,5
Elm Street,right,34.2198882309476,"[96, 100]","[[40.717744, -74.001488], [40.718416, -74.000928]]",35.64514863954743,32.07152284640397,5,7.129029727909486,2.148365384543638,Street,5
Elm Street,right,34.2198882309476,"[101, 105]","[[40.718416, -74.000928], [40.718928, -74.000416]]",36.3810724342935,33.87609713504629,5,7.2762144868587,0.3437910959013095,Street,5
Elm Street,right,33.28117246253813,"[106, 130]","[[40.718928, -74.000416], [40.719712, -73.999792]]",115.13292039972679,35.12296360293363,25,4.605316815989071,-1.8417911403955145,Street,5
Elm Street,right,33.28117246253813,"[131, 152]","[[40.719712, -73.999792], [40.72056, -73.999008]]",101.78138116107972,31.197777736104975,22,4.6264264164127145,2.0833947264331414,Street,5
Elm Street,right,33.4052284376608,"[153, 161]","[[40.72056, -73.999008], [40.721568, -73.998144]]",36.06895365019254,48.55199323729923,9,4.00766151668806,-15.146764799638419,Street,5
