,Unnamed: 0.1,Unnamed: 0.1.1,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name,census_match_full,census_match_1,census_match_1p,first_name,census_match_full_2,census_match_2,census_match_2p,addresses,Coordinates,Lat,Lon
940,271,771,1555,1910,Trow,826.0,Restaurant,Josephowitz Max,137 W 33 St.  ,Manhattan,New York,New York,137,W,33,St.,,,137 W 33 St.  ,,,Josephowitz,"Counter({'Austria': 0.96, 'Hungary': 0.5, 'Russia': 0.2})",Austria,0.96,Max,,,,W 33 St. 137,"(nan, nan)",,
941,273,773,1557,1910,Trow,826.0,Restaurant,Josztich Rudolph ,159 E 4 St.  ,Manhattan,New York,New York,159,E,4,St.,,,159 E 4 St.  ,,,Josztich,Counter({'Hungary': 1.0}),Hungary,1.0,Rudolph,,,,E 4 St. 159,"(nan, nan)",,
942,274,774,1558,1910,Trow,826.0,Restaurant,Joubert Joseph H.,152 W 45 St.  ,Manhattan,New York,New York,152,W,45,St.,,,152 W 45 St.  ,,,Joubert,"Counter({'Wisconsin': 0.72, 'Canada': 0.46, 'France': 0.33})",Wisconsin,0.72,Joseph,,,,W 45 St. 152,"(nan, nan)",,
943,275,775,1559,1910,Trow,826.0,Restaurant,Jourdan C. & F. ,41 W 21 St.  ,Manhattan,New York,New York,41,W,21,St.,,,41 W 21 St.  ,,,Jourdan,"Counter({'Virginia': 0.75, 'Germany': 0.64, 'New York': 0.31, 'Illinois': 0.07})",Virginia,0.75,C.,,,,W 21 St. 41,"(nan, nan)",,
944,277,777,1561,1910,Trow,826.0,Restaurant,Kacalitris Peter,110 W 135 St.  ,Manhattan,New York,New York,110,W,135,St.,,,110 W 135 St.  ,,,Kacalitris,,,,Peter,"Counter({'Hungary': 0.51, 'Georgia': 0.41, 'France': 0.39, 'Canada': 0.36, 'Greece': 0.3, 'Germany': 0.27, 'Finland': 0.24, 'Austria': 0.16, 'New York': 0.15, 'Italy': 0.13, 'Ireland': 0.13, 'Russia': 0.09, 'Switzerland': 0.05, 'Poland': 0.04, 'Massachusetts': 0.04, 'Bulgaria': 0.02, 'England': 0.01})",Hungary,0.51,W 135 St. 110,"(nan, nan)",,
945,279,779,1563,1910,Trow,826.0,Restaurant,Kecitertin August,148 W 22 St.  ,Manhattan,New York,New York,148,W,22,St.,,,148 W 22 St.  ,,,Kecitertin,,,,August,"Counter({'Russia': 0.79, 'New York': 0.56, 'France': 0.44, 'Austria': 0.31, 'Hungary': 0.28, 'Poland': 0.23, 'Germany': 0.19, 'Italy': 0.07})",Russia,0.79,W 22 St. 148,"(nan, nan)",,
946,284,784,1568,1910,Trow,826.0,Restaurant,Kahn Theodore,560 W 42 St.  ,Manhattan,New York,New York,560,W,42,St.,,,560 W 42 St.  ,,,Kahn,"Counter({'Austria': 0.64, 'Russia': 0.56, 'New York': 0.52, 'Georgia': 0.4, 'Germany': 0.32, 'Romania': 0.21, 'Illinois': 0.21, 'Michigan': 0.18, 'Turkey': 0.17, 'New Jersey': 0.16, 'Florida': 0.12, 'Hungary': 0.12, 'England': 0.11, 'Pennsylvania': 0.06, 'France': 0.05, 'Ireland': 0.04})",Austria,0.64,Theodore,,,,W 42 St. 560,"(nan, nan)",,
947,285,785,1569,1910,Trow,826.0,Restaurant,Kahnsky George,112 W 17 St.  ,Manhattan,New York,New York,112,W,17,St.,,,112 W 17 St.  ,,,Kahnsky,Counter({'Russia': 1.0}),Russia,1.0,George,,,,W 17 St. 112,"(nan, nan)",,
948,288,788,1572,1910,Trow,826.0,Restaurant,Kain Wolf ,30 E 13 St.  ,Manhattan,New York,New York,30,E,13,St.,,,30 E 13 St.  ,,,Kain,"Counter({'Austria': 0.63, 'New York': 0.59, 'Ireland': 0.42, 'Scotland': 0.3, 'Hungary': 0.27, 'Rhode Island': 0.24, 'Pennsylvania': 0.18})",Austria,0.63,Wolf,,,,E 13 St. 30,"(nan, nan)",,
949,301,801,1585,1910,Trow,826.0,Restaurant,Kann Max,147 E 84 St.  ,Manhattan,New York,New York,147,E,84,St.,,,147 E 84 St.  ,,,Kann,,,,Max,"Counter({'Greece': 0.85, 'Russia': 0.41, 'Germany': 0.32, 'Austria': 0.3, 'Ireland': 0.18, 'West Indies': 0.15})",Greece,0.85,E 84 St. 147,"(nan, nan)",,
950,302,802,1586,1910,Trow,826.0,Restaurant,Kanokos George,359 W 40 St.  ,Manhattan,New York,New York,359,W,40,St.,,,359 W 40 St.  ,,,Kanokos,,,,George,"Counter({'Sicily': 0.57, 'Germany': 0.34, 'Italy': 0.32, 'France': 0.24, 'New York': 0.23, 'Scotland': 0.21, 'Canada': 0.2, 'Delaware': 0.2, 'Ireland': 0.17, 'Virginia': 0.17, 'Maine': 0.15, 'England': 0.13, 'Pennsylvania': 0.12, 'Massachusetts': 0.11, 'Greece': 0.1, 'Georgia': 0.1, 'Hungary': 0.09, 'Switzerland': 0.09, 'West Virginia': 0.09, 'Mississippi': 0.09, 'New Jersey': 0.08, 'Wales': 0.07, 'Ohio': 0.07, 'Turkey': 0.06, 'New Hampshire': 0.04, 'South Carolina': 0.04, 'Austria': 0.03})",Sicily,0.57,W 40 St. 359,"(nan, nan)",,
951,305,805,1589,1910,Trow,826.0,Restaurant,Kapeneioy Eizoaoz,104 W 40 St.  ,Manhattan,New York,New York,104,W,40,St.,,,104 W 40 St.  ,,,Kapeneioy,,,,Eizoaoz,,,,W 40 St. 104,"(nan, nan)",,
952,308,808,1592,1910,Trow,826.0,Restaurant,Kaplan Tobias,24 E 8 St.  ,Manhattan,New York,New York,24,E,8,St.,,,24 E 8 St.  ,,,Kaplan,"Counter({'Russia': 0.96, 'Germany': 0.71, 'Austria': 0.7, 'England': 0.38, 'Turkey': 0.29, 'Romania': 0.28, 'Hungary': 0.24, 'New York': 0.05})",Russia,0.96,Tobias,,,,E 8 St. 24,"(nan, nan)",,
953,322,822,1606,1910,Trow,826.0,Restaurant,Katz Harry,136 W 28 St.  ,Manhattan,New York,New York,136,W,28,St.,,,136 W 28 St.  ,,,Katz,"Counter({'Hungary': 0.88, 'Austria': 0.78, 'New York': 0.63, 'Russia': 0.54, 'France': 0.52, 'Germany': 0.26, 'England': 0.25, 'Other': 0.24, nan: 0.19, 'Romania': 0.04})",Hungary,0.88,Harry,,,,W 28 St. 136,"(nan, nan)",,
954,329,829,1613,1910,Trow,826.0,Restaurant,Katzeal Benjamin,169 W 18 St.  ,Manhattan,New York,New York,169,W,18,St.,,,169 W 18 St.  ,,,Katzeal,,,,Benjamin,"Counter({'Russia': 0.6, 'Germany': 0.55, 'Hungary': 0.48, 'Austria': 0.29, 'West Indies': 0.24, 'Romania': 0.23, 'New York': 0.2, 'New Jersey': 0.2, 'Washington': 0.2, 'Virginia': 0.18, 'Illinois': 0.17, 'France': 0.15, 'Kansas': 0.11, 'England': 0.1, 'Turkey': 0.09, 'South Carolina': 0.09, 'Kentucky': 0.06, 'California': 0.06, 'Pennsylvania': 0.06, 'Ohio': 0.04, 'Connecticut': 0.03, 'Italy': 0.02})",Russia,0.6,W 18 St. 169,"(nan, nan)",,
955,331,831,1615,1910,Trow,826.0,Restaurant,Kaufman Benjamin,451 E Houston St.  ,Manhattan,New York,New York,451,E,Houston,St.,,,451 E Houston St.  ,,,Kaufman,"Counter({'Russia': 0.71, 'Hungary': 0.67, 'New York': 0.49, 'Switzerland': 0.38, 'Austria': 0.37, 'New Jersey': 0.37, 'Romania': 0.32, 'Arkansas': 0.27, 'Ireland': 0.26, 'Pennsylvania': 0.23, 'Ohio': 0.18, 'Turkey': 0.1, 'Maryland': 0.1, 'France': 0.09, 'North Carolina': 0.08, 'Germany': 0.07, 'Other': 0.05, 'Poland': 0.01, 'England': 0.0, 'Massachusetts': 0.0})",Russia,0.71,Benjamin,,,,E Houston St. 451,"(nan, nan)",,
956,336,836,1620,1910,Trow,826.0,Restaurant,Keary Theresa,303 W 41 St.  ,Manhattan,New York,New York,303,W,41,St.,,,303 W 41 St.  ,,,Keary,"Counter({'Ireland': 0.83, 'England': 0.71})",Ireland,0.83,Theresa,,,,W 41 St. 303,"(nan, nan)",,
957,337,837,1621,1910,Trow,826.0,Restaurant,Keary Theresa,329 W 58 St.  ,Manhattan,New York,New York,329,W,58,St.,,,329 W 58 St.  ,,,Keary,"Counter({'Ireland': 0.83, 'England': 0.71})",Ireland,0.83,Theresa,,,,W 58 St. 329,"(nan, nan)",,
958,343,843,1627,1910,Trow,826.0,Restaurant,Keen's English Chop House,68 W 36 St.  ,Manhattan,New York,New York,68,W,36,St.,,,68 W 36 St.  ,,,Keen's,,,,English,"Counter({'Other': 0.63, 'New York': 0.48, 'Georgia': 0.4, 'Ireland': 0.38, 'Russia': 0.17, 'Italy': 0.16, 'Pennsylvania': 0.16, 'Minnesota': 0.15, 'New Jersey': 0.13, 'Switzerland': 0.13, 'Scotland': 0.1, 'Iowa': 0.04})",Other,0.63,W 36 St. 68,"(nan, nan)",,
959,355,855,1639,1910,Trow,826.0,Restaurant,Kerber Gustave,403 E Tremont Ave  ,Manhattan,New York,New York,403,E,Tremont,Ave,,,403 E Tremont Ave  ,,,Kerber,"Counter({'Germany': 0.95, 'Austria': 0.67, 'Russia': 0.12})",Germany,0.95,Gustave,,,,E Tremont Ave 403,"(nan, nan)",,
960,357,857,1641,1910,Trow,826.0,Restaurant,Kessler Max,162 E Houston  St.  ,Manhattan,New York,New York,162,E,Houston ,St.,,,162 E Houston  St.  ,,,Kessler,"Counter({'Austria': 0.9, 'New York': 0.57, 'Russia': 0.51, 'Ireland': 0.45, 'England': 0.37, 'New Jersey': 0.35, 'Switzerland': 0.26, 'Pennsylvania': 0.15, 'Germany': 0.08, 'Romania': 0.06, 'Hungary': 0.05, 'France': 0.01})",Austria,0.9,Max,,,,E Houston  St. 162,"(nan, nan)",,
961,359,859,1643,1910,Trow,826.0,Restaurant,Keystone Lunch,79 E 125 St.  ,Manhattan,New York,New York,79,E,125,St.,,,79 E 125 St.  ,,,Keystone,,,,Lunch,"Counter({'New York': 0.8, 'Austria': 0.5})",New York,0.8,E 125 St. 79,"(nan, nan)",,
962,405,905,1689,1910,Trow,826.0,Restaurant,Knott J. H. & Son,79 E 125 St.  ,Manhattan,New York,New York,79,E,125,St.,,,79 E 125 St.  ,,,Knott,"Counter({'Massachusetts': 0.92, 'England': 0.43, 'New York': 0.17, 'Russia': 0.14, 'Hungary': 0.1})",Massachusetts,0.92,J.,,,,E 125 St. 79,"(nan, nan)",,
963,10,1510,,1925.0,Philips,870.0,,Fischer T. R. Inc.,79 E 125 St.,,New York,New York,79,E,125,St.,,,,,,Fischer,"Counter({'New York': 0.68, 'Austria': 0.63, 'Germany': 0.37, 'Other': 0.33, 'Russia': 0.32, 'England': 0.25, 'Missouri': 0.21, 'Hungary': 0.18, 'Denmark': 0.18, 'Pennsylvania': 0.17, 'Romania': 0.16, 'Scotland': 0.16, 'Canada': 0.15, 'Virginia': 0.13, 'New Jersey': 0.12, 'Maryland': 0.11, 'Bohemia': 0.1, 'Ireland': 0.04, 'Maine': 0.02, 'Switzerland': 0.02, 'Italy': 0.01})",New York,0.68,T.,,,,E 125 St. 79,"(nan, nan)",,
964,394,6894,,1930.0,Philips,880.0,,Fischer T. R. Inc.,79 E 125 St.,,,,79,E,125,St.,,,,,,Fischer,"Counter({'New York': 0.68, 'Austria': 0.63, 'Germany': 0.37, 'Other': 0.33, 'Russia': 0.32, 'England': 0.25, 'Missouri': 0.21, 'Hungary': 0.18, 'Denmark': 0.18, 'Pennsylvania': 0.17, 'Romania': 0.16, 'Scotland': 0.16, 'Canada': 0.15, 'Virginia': 0.13, 'New Jersey': 0.12, 'Maryland': 0.11, 'Bohemia': 0.1, 'Ireland': 0.04, 'Maine': 0.02, 'Switzerland': 0.02, 'Italy': 0.01})",New York,0.68,T.,,,,E 125 St. 79,"(nan, nan)",,
965,360,860,1644,1910,Trow,826.0,Restaurant,Keystone Lunch,213 W 125 St.  ,Manhattan,New York,New York,213,W,125,St.,,,213 W 125 St.  ,,,Keystone,,,,Lunch,"Counter({'New York': 0.8, 'Austria': 0.5})",New York,0.8,W 125 St. 213,"(nan, nan)",,
966,198,9198,2982,1910,Trow,826.0,Restaurant,Stearns Rudolph,213 W 125 St.  ,Manhattan,New York,New York,213,W,125,St.,,,213 W 125 St.  ,,,Stearns,"Counter({'New York': 0.51, 'Ireland': 0.44, 'England': 0.34, 'Maine': 0.32, 'Massachusetts': 0.3, 'Bavaria': 0.14, 'Italy': 0.09, 'Sweden': 0.08, 'Hungary': 0.08})",New York,0.51,Rudolph,,,,W 125 St. 213,"(nan, nan)",,
967,375,875,1659,1910,Trow,826.0,Restaurant,Kizar John,227 W 27 St.  ,Manhattan,New York,New York,227,W,27,St.,,,227 W 27 St.  ,,,Kizar,,,,John,"Counter({'New York': 0.54, 'England': 0.33, 'Germany': 0.3, 'Other': 0.25, 'Hungary': 0.23, 'Italy': 0.22, 'Maryland': 0.22, 'Canada': 0.21, 'France': 0.21, 'Austria': 0.19, 'West Indies': 0.17, 'Greece': 0.12, 'Ireland': 0.11, 'Russia': 0.11, 'Virginia': 0.11, 'North Carolina': 0.1, 'Sweden': 0.08, 'Turkey': 0.06, 'Finland': 0.05, nan: 0.04, 'China': 0.02})",New York,0.54,W 27 St. 227,"(nan, nan)",,
968,377,877,1661,1910,Trow,826.0,Restaurant,Klappert Henry J.,8 E 18 St.  ,Manhattan,New York,New York,8,E,18,St.,,,8 E 18 St.  ,,,Klappert,,,,Henry,"Counter({'Other': 0.43, 'Massachusetts': 0.43, 'New York': 0.4, 'Ireland': 0.35, 'Virginia': 0.31, 'Russia': 0.18, 'Central America': 0.16, 'Pennsylvania': 0.15, 'Germany': 0.14, 'Illinois': 0.13, 'Spain': 0.13, 'Holland': 0.12, 'West Indies': 0.11, 'New Jersey': 0.11, 'Hungary': 0.1, 'Ohio': 0.1, 'Louisiana': 0.1, 'Maryland': 0.09, 'France': 0.08, 'Delaware': 0.08, 'England': 0.07, 'Switzerland': 0.07, 'South Carolina': 0.06, 'Sweden': 0.05, 'Canada': 0.05, 'Greece': 0.05, 'Tennessee': 0.05, 'Georgia': 0.05, 'Maine': 0.04, 'US': 0.04, 'Italy': 0.03, 'Connecticut': 0.03, 'Vermont': 0.02, 'Austria': 0.02, 'Scotland': 0.02, 'China': 0.01, 'Florida': 0.01})",Massachusetts,0.43,E 18 St. 8,"(nan, nan)",,
969,418,2918,,1920.0,Phillip's,1186.0,,Klappert H. J.,8 E 18 St.,,New York,New York,8,E,18,St.,,,,,,Klappert,,,,H.,,,,E 18 St. 8,"(nan, nan)",,
970,381,881,1665,1910,Trow,826.0,Restaurant,Klein Alexander,120 W 17 St.  ,Manhattan,New York,New York,120,W,17,St.,,,120 W 17 St.  ,,,Klein,"Counter({'Austria': 0.9, 'New York': 0.73, 'New Jersey': 0.46, 'Hungary': 0.41, 'Russia': 0.35, 'Ireland': 0.31, 'Massachusetts': 0.18, nan: 0.16, 'Michigan': 0.15, 'Switzerland': 0.14, 'Scotland': 0.13, 'Germany': 0.11, 'France': 0.11, 'Sweden': 0.09, 'Pennsylvania': 0.09, 'Other': 0.08, 'Romania': 0.07, 'Turkey': 0.07, 'Maryland': 0.06, 'England': 0.01})",Austria,0.9,Alexander,,,,W 17 St. 120,"(nan, nan)",,
971,0,2500,,1920.0,Phillip's,1182.0,,Berlin N.,120 W 17 St.,,New York,New York,120,W,17,St.,,,,,,Berlin,"Counter({'Russia': 0.81, 'Austria': 0.71, 'Ireland': 0.56, 'Canada': 0.44, 'New York': 0.32, 'Poland': 0.07, 'Germany': 0.05, 'Sweden': 0.01})",Russia,0.81,N.,,,,W 17 St. 120,"(nan, nan)",,
972,402,902,1686,1910,Trow,826.0,Restaurant,Knight Caroline W.,132 W 30 St.  ,Manhattan,New York,New York,132,W,30,St.,,,132 W 30 St.  ,,,Knight,"Counter({'Virginia': 0.61, 'England': 0.37, 'New York': 0.36, 'Other': 0.27, 'New Hampshire': 0.25, 'Ireland': 0.23, 'Georgia': 0.2, 'Maine': 0.18, 'France': 0.18, 'West Indies': 0.16, 'Ohio': 0.12, 'Indiana': 0.11, 'Massachusetts': 0.08, 'Germany': 0.06, 'US': 0.06, 'Tennessee': 0.03, 'Scotland': 0.03, 'Vermont': 0.03})",Virginia,0.61,Caroline,,,,W 30 St. 132,"(nan, nan)",,
973,406,906,1690,1910,Trow,826.0,Restaurant,Koblitz Gustave,152 E 86 St.  ,Manhattan,New York,New York,152,E,86,St.,,,152 E 86 St.  ,,,Koblitz,Counter({'Austria': 1.0}),Austria,1.0,Gustave,,,,E 86 St. 152,"(nan, nan)",,
974,409,909,1693,1910,Trow,826.0,Restaurant,Koegler Alwin,159 E 133 St.  ,Manhattan,New York,New York,159,E,133,St.,,,159 E 133 St.  ,,,Koegler,"Counter({'Germany': 0.75, 'Poland': 0.57})",Germany,0.75,Alwin,,,,E 133 St. 159,"(nan, nan)",,
975,418,918,1702,1910,Trow,826.0,Restaurant,Korn Julius,33 E 8 St.  ,Manhattan,New York,New York,33,E,8,St.,,,33 E 8 St.  ,,,Korn,"Counter({'Austria': 0.9, 'New York': 0.81, 'Turkey': 0.46, 'Russia': 0.28, 'Romania': 0.16, 'Germany': 0.12, 'Hungary': 0.1})",Austria,0.9,Julius,,,,E 8 St. 33,"(nan, nan)",,
976,420,920,1704,1910,Trow,826.0,Restaurant,Korndahl John E.,96 W 103 St.  ,Manhattan,New York,New York,96,W,103,St.,,,96 W 103 St.  ,,,Korndahl,,,,John,"Counter({'New York': 0.54, 'England': 0.33, 'Germany': 0.3, 'Other': 0.25, 'Hungary': 0.23, 'Italy': 0.22, 'Maryland': 0.22, 'Canada': 0.21, 'France': 0.21, 'Austria': 0.19, 'West Indies': 0.17, 'Greece': 0.12, 'Ireland': 0.11, 'Russia': 0.11, 'Virginia': 0.11, 'North Carolina': 0.1, 'Sweden': 0.08, 'Turkey': 0.06, 'Finland': 0.05, nan: 0.04, 'China': 0.02})",New York,0.54,W 103 St. 96,"(nan, nan)",,
977,424,924,1708,1910,Trow,826.0,Restaurant,Kotler Brothers,42 E 10 St.  ,Manhattan,New York,New York,42,E,10,St.,,,42 E 10 St.  ,,,Kotler,"Counter({'Russia': 0.86, 'Romania': 0.81, 'Austria': 0.37})",Russia,0.86,Brothers,,,,E 10 St. 42,"(nan, nan)",,
978,186,1686,,1925.0,Philips,871.0,,Halder Sam,42 E 10 St.,,New York,New York,42,E,10,St.,,,,,,Halder,,,,Sam,"Counter({'Austria': 0.89, 'China': 0.71, 'Russia': 0.48})",Austria,0.89,E 10 St. 42,"(nan, nan)",,
979,433,933,1717,1910,Trow,826.0,Restaurant,Kraft Emil,27 W 27 St.  ,Manhattan,New York,New York,27,W,27,St.,,,27 W 27 St.  ,,,Kraft,"Counter({'Russia': 0.71, 'Romania': 0.63, 'Germany': 0.37, 'Sweden': 0.31, 'Maryland': 0.25, 'Hungary': 0.24, 'New York': 0.23, 'Other': 0.21, 'Austria': 0.2, 'Ireland': 0.02, 'Switzerland': 0.02, 'Scotland': 0.02})",Russia,0.71,Emil,,,,W 27 St. 27,"(nan, nan)",,
980,435,935,1719,1910,Trow,826.0,Restaurant,Kraft Zella,202 W 116 St.  ,Manhattan,New York,New York,202,W,116,St.,,,202 W 116 St.  ,,,Kraft,"Counter({'Russia': 0.71, 'Romania': 0.63, 'Germany': 0.37, 'Sweden': 0.31, 'Maryland': 0.25, 'Hungary': 0.24, 'New York': 0.23, 'Other': 0.21, 'Austria': 0.2, 'Ireland': 0.02, 'Switzerland': 0.02, 'Scotland': 0.02})",Russia,0.71,Zella,,,,W 116 St. 202,"(nan, nan)",,
981,443,943,1727,1910,Trow,826.0,Restaurant,Kraus Frederick M.,152 W 103 St.  ,Manhattan,New York,New York,152,W,103,St.,,,152 W 103 St.  ,,,Kraus,"Counter({'Austria': 0.67, 'Germany': 0.39, 'Romania': 0.36, 'Russia': 0.34, 'Canada': 0.32, 'New Jersey': 0.3, 'Hungary': 0.28, 'Ohio': 0.25, 'New York': 0.2, 'Maryland': 0.2, 'New Hampshire': 0.17, 'Massachusetts': 0.15, 'Ireland': 0.14, 'England': 0.13, 'Minnesota': 0.11, 'France': 0.1, 'Connecticut': 0.05, 'California': 0.04})",Austria,0.67,Frederick,,,,W 103 St. 152,"(nan, nan)",,
982,446,946,1730,1910,Trow,826.0,Restaurant,Krause Max,218 E 86 St.  ,Manhattan,New York,New York,218,E,86,St.,,,218 E 86 St.  ,,,Krause,"Counter({'France': 0.64, 'Ireland': 0.46, 'New York': 0.44, 'Germany': 0.41, 'Hungary': 0.4, 'Russia': 0.35, 'England': 0.09, 'Italy': 0.09, 'Austria': 0.04})",France,0.64,Max,,,,E 86 St. 218,"(nan, nan)",,
983,447,947,1731,1910,Trow,826.0,Restaurant,Krayer Anthony,118 Fulton Market St.  ,Manhattan,New York,New York,118,Fulton,Market,St.,,,118 Fulton Market St.  ,,,Krayer,Counter({'Germany': 1.0}),Germany,1.0,Anthony,,,,Fulton Market St. 118,"(nan, nan)",,
984,456,956,1740,1910,Trow,826.0,Restaurant,Krist Emil,407 W 42 St.  ,Manhattan,New York,New York,407,W,42,St.,,,407 W 42 St.  ,,,Krist,"Counter({'Germany': 0.95, 'Austria': 0.41, 'New York': 0.15})",Germany,0.95,Emil,,,,W 42 St. 407,"(nan, nan)",,
985,460,960,1744,1910,Trow,826.0,Restaurant,Krueger Charles,304 E 92 St.  ,Manhattan,New York,New York,304,E,92,St.,,,304 E 92 St.  ,,,Krueger,"Counter({'Germany': 0.94, 'Russia': 0.5, 'Austria': 0.16})",Germany,0.94,Charles,,,,E 92 St. 304,"(nan, nan)",,
986,463,963,1747,1910,Trow,826.0,Restaurant,Kruse Peter,1065 E Tremont Ave  ,Manhattan,New York,New York,1065,E,Tremont,Ave,,,1065 E Tremont Ave  ,,,Kruse,"Counter({'Germany': 0.55, 'New York': 0.36, 'Virginia': 0.35, 'West Indies': 0.3, 'Russia': 0.27, 'Denmark': 0.24, 'Hungary': 0.2, 'Ireland': 0.17, 'At Sea': 0.12, 'Ohio': 0.08})",Germany,0.55,Peter,,,,E Tremont Ave 1065,"(nan, nan)",,
987,464,964,1748,1910,Trow,826.0,Restaurant,Kuba Louis,27 E 4 St.  ,Manhattan,New York,New York,27,E,4,St.,,,27 E 4 St.  ,,,Kuba,"Counter({'Russia': 0.99, 'Austria': 0.25})",Russia,0.99,Louis,,,,E 4 St. 27,"(nan, nan)",,
988,105,7105,,1920.0,Phillip's,1190.0,,Wiener S.,27 E 4 St.,,New York,New York,27,E,4,St.,,,,,,Wiener,"Counter({'New York': 0.77, 'Russia': 0.73, 'Austria': 0.61, 'Romania': 0.39, 'Germany': 0.36, 'Ireland': 0.32, 'California': 0.25, 'Georgia': 0.22, 'Poland': 0.16, 'Hungary': 0.05})",New York,0.77,S.,,,,E 4 St. 27,"(nan, nan)",,
989,20,14520,,1925.0,Philips,875.0,,Woroner S.,27 E 4 St.,,New York,New York,27,E,4,St.,,,,,,Woroner,Counter({'Austria': 1.0}),Austria,1.0,S.,,,,E 4 St. 27,"(nan, nan)",,
990,468,968,1752,1910,Trow,826.0,Restaurant,Kuckokos Denis,302 W 135 St.  ,Manhattan,New York,New York,302,W,135,St.,,,302 W 135 St.  ,,,Kuckokos,,,,Denis,"Counter({'Italy': 0.91, 'France': 0.56, 'Russia': 0.26, 'Austria': 0.17, 'Ireland': 0.12, 'New York': 0.1})",Italy,0.91,W 135 St. 302,"(nan, nan)",,
991,478,978,1762,1910,Trow,826.0,Restaurant,Kupferman Leon,13 W 21 St.  ,Manhattan,New York,New York,13,W,21,St.,,,13 W 21 St.  ,,,Kupferman,"Counter({'Austria': 0.8, 'Hungary': 0.71})",Austria,0.8,Leon,,,,W 21 St. 13,"(nan, nan)",,
992,479,979,1763,1910,Trow,826.0,Restaurant,Kupper Frederick,68 E 12 St.  ,Manhattan,New York,New York,68,E,12,St.,,,68 E 12 St.  ,,,Kupper,"Counter({'Russia': 0.75, 'France': 0.58, 'Germany': 0.25, 'Switzerland': 0.2, 'New York': 0.16, 'Austria': 0.09})",Russia,0.75,Frederick,,,,E 12 St. 68,"(nan, nan)",,
993,480,980,1764,1910,Trow,826.0,Restaurant,Kwako Ogoso,432 W 125 St.  ,Manhattan,New York,New York,432,W,125,St.,,,432 W 125 St.  ,,,Kwako,,,,Ogoso,,,,W 125 St. 432,"(nan, nan)",,
994,489,989,1773,1910,Trow,826.0,Restaurant,Lagasse Adelaide,217 W 14 St.  ,Manhattan,New York,New York,217,W,14,St.,,,217 W 14 St.  ,,,Lagasse,,,,Adelaide,"Counter({'US': 0.67, 'Scotland': 0.5})",US,0.67,W 14 St. 217,"(nan, nan)",,
995,492,992,1776,1910,Trow,826.0,Restaurant,Lambert Joseph,207 E 116 St.  ,Manhattan,New York,New York,207,E,116,St.,,,207 E 116 St.  ,,,Lambert,"Counter({'Austria': 0.46, 'England': 0.45, 'Russia': 0.42, 'Pennsylvania': 0.41, 'Hungary': 0.28, 'Ireland': 0.23, 'Bermuda': 0.22, 'Scotland': 0.21, 'New York': 0.18, 'Germany': 0.18, 'Virginia': 0.18, 'Delaware': 0.16, 'Canada': 0.15, 'Italy': 0.1, 'New Hampshire': 0.1, 'Massachusetts': 0.07, 'France': 0.04, 'New Jersey': 0.04, 'Switzerland': 0.01})",Austria,0.46,Joseph,,,,E 116 St. 207,"(nan, nan)",,
996,497,997,1781,1910,Trow,826.0,Restaurant,Landis & Grivas,101 W 100 St.  ,Manhattan,New York,New York,101,W,100,St.,,,101 W 100 St.  ,,,Landis,"Counter({'Pennsylvania': 0.57, 'Puerto Rico': 0.55, 'Romania': 0.5, 'Ireland': 0.32, 'Maryland': 0.23})",Pennsylvania,0.57,&,,,,W 100 St. 101,"(nan, nan)",,
997,456,456,1240,1910,Trow,826.0,Restaurant,Grivas James,101 W 100 St.  ,Manhattan,New York,New York,101,W,100,St.,,,101 W 100 St.  ,,,Grivas,,,,James,"Counter({'Switzerland': 0.39, 'Massachusetts': 0.3, 'West Indies': 0.23, 'France': 0.23, 'Sweden': 0.21, 'New York': 0.2, 'Austria': 0.2, 'DC': 0.2, 'Louisiana': 0.19, 'New Jersey': 0.18, 'Maine': 0.17, 'Rhode Island': 0.15, 'Georgia': 0.14, 'Ireland': 0.13, 'Denmark': 0.13, 'England': 0.12, 'Italy': 0.12, 'Virginia': 0.1, 'Ohio': 0.1, 'Turkey': 0.09, 'Maryland': 0.09, 'South Carolina': 0.09, 'Russia': 0.08, 'Germany': 0.07, 'Missouri': 0.06, 'Pennsylvania': 0.05, 'Tennessee': 0.05, 'Canada': 0.04, 'New Hampshire': 0.04, 'Greece': 0.04, 'Vermont': 0.03, 'Scotland': 0.03, nan: 0.03, 'Wales': 0.02, 'North Carolina': 0.02, 'China': 0.01, 'Delaware': 0.0})",Switzerland,0.39,W 100 St. 101,"(nan, nan)",,
998,2,1502,,1925.0,Philips,870.0,,Finestone G. S.,876 E Tremont Ave.,,New York,New York,876,E,Tremont,Ave.,,,,,,Finestone,,,,G.,,,,E Tremont Ave. 876,"(nan, nan)",,
999,386,6886,,1930.0,Philips,880.0,,Finestone G. S. ,876 E Tremont Ave.,,,,876,E,Tremont,Ave.,,,,,,Finestone,,,,G.,,,,E Tremont Ave. 876,"(nan, nan)",,
