,Unnamed: 0.1,Unnamed: 0.1.1,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name,census_match_full,census_match_1,census_match_1p,first_name,census_match_full_2,census_match_2,census_match_2p,addresses,Coordinates,Lat,Lon
74,93,7593,,1920.0,Phillip's,1187.0,,Nussdorf H.,117 W 21 St.,,New York,New York,117,W,21,St.,,,,,,Nussdorf,Counter({'Austria': 1.0}),Austria,1.0,H.,,,,W 21 St. 117,"(nan, nan)",,
75,6,506,1290,1910,Trow,826.0,Restaurant,Hall David B. ,117 W 21 St.  ,Manhattan,New York,New York,117,W,21,St.,,,117 W 21 St.  ,,,Hall,"Counter({'New York': 0.49, 'West Indies': 0.42, 'Ohio': 0.41, 'DC': 0.31, 'Georgia': 0.27, 'Virginia': 0.26, 'Louisiana': 0.21, 'Ireland': 0.15, 'Washington': 0.14, 'Vermont': 0.13, 'England': 0.12, 'Colorado': 0.12, 'Tennessee': 0.12, 'Russia': 0.11, 'South Carolina': 0.11, 'Canada': 0.1, 'New Hampshire': 0.1, 'Connecticut': 0.09, 'Scotland': 0.08, 'Massachusetts': 0.08, 'Austria': 0.08, 'Pennsylvania': 0.08, 'Oregon': 0.08, 'Norway': 0.07, 'Germany': 0.06, 'Maryland': 0.06, 'Delaware': 0.06, 'Boston': 0.06, 'Switzerland': 0.05, 'Maine': 0.04, 'Hungary': 0.04, 'Sweden': 0.03, 'West Virginia': 0.03, 'New Jersey': 0.02, 'Kentucky': 0.02, nan: 0.02, 'Romania': 0.02, 'France': 0.02, 'North Carolina': 0.01, 'Italy': 0.01, 'China': 0.01, 'Rhode Island': 0.01, 'Florida': 0.01, 'US': 0.0, 'Wisconsin': 0.0})",New York,0.49,David,,,,W 21 St. 117,"(nan, nan)",,
76,479,1979,,1925.0,Philips,872.0,,Nussdorf H.,117 W 21 St.,,New York,New York,117,W,21,St.,,,,,,Nussdorf,Counter({'Austria': 1.0}),Austria,1.0,H.,,,,W 21 St. 117,"(nan, nan)",,
77,94,7594,,1920.0,Phillip's,1187.0,,Nussdorf Bros.,99 W 27 St.,,New York,New York,99,W,27,St.,,,,,,Nussdorf,Counter({'Austria': 1.0}),Austria,1.0,Bros.,,,,W 27 St. 99,"(nan, nan)",,
78,97,7597,,1920.0,Phillip's,1187.0,,Ockendon Richeard,53 W 3 St.,,New York,New York,53,W,3,St.,,,,,,Ockendon,,,,Richeard,,,,W 3 St. 53,"(nan, nan)",,
79,279,1279,,1925.0,Philips,868.0,,Broad Samuel S.,53 W 3 St.,Manhattan,New York,New York,53,W,3,St.,,,,,,Broad,"Counter({'England': 0.49, 'Austria': 0.43, 'Canada': 0.41, 'New York': 0.32, 'Russia': 0.2})",England,0.49,Samuel,,,,W 3 St. 53,"(nan, nan)",,
80,438,10438,222,1910,Trow,826.0,Restaurant,Billy the Oysterman,53 W 3 St.  ,Manhattan,New York,New York,53,W,3,St.,,,53 W 3 St.  ,,,Billy,"Counter({'Germany': 0.64, 'Hungary': 0.62, 'Austria': 0.5})",Germany,0.64,the,,,,W 3 St. 53,"(nan, nan)",,
81,168,6668,,1930.0,Philips,879.0,,Broad Samuel S.,53 W 3 St.,,,,53,W,3,St.,,,,,,Broad,"Counter({'England': 0.49, 'Austria': 0.43, 'Canada': 0.41, 'New York': 0.32, 'Russia': 0.2})",England,0.49,Samuel,,,,W 3 St. 53,"(nan, nan)",,
82,98,7598,,1920.0,Phillip's,1187.0,,O'Connor & Wulfers,9 W 32 St.,,New York,New York,9,W,32,St.,,,,,,O'Connor,"Counter({'Ireland': 0.82, 'New York': 0.56, 'Canada': 0.44, 'England': 0.41, 'France': 0.35, 'Pennsylvania': 0.32, 'Germany': 0.09})",Ireland,0.82,&,,,,W 32 St. 9,"(nan, nan)",,
83,251,1251,,1925.0,Philips,868.0,,Blossom Health Inn,9 W 32 St.,Manhattan,New York,New York,9,W,32,St.,,,,,,Blossom,Counter({'New York': 1.0}),New York,1.0,Health,,,,W 32 St. 9,"(nan, nan)",,
84,99,7599,,1920.0,Phillip's,1187.0,,Odde Otto P.,59 W 27 St.,,New York,New York,59,W,27,St.,,,,,,Odde,Counter({'Italy': 1.0}),Italy,1.0,Otto,,,,W 27 St. 59,"(nan, nan)",,
85,368,14868,,1925.0,Philips,874.0,,Stein Philip,59 W 27 St.,,New York,New York,59,W,27,St.,,,,,,Stein,"Counter({'New York': 0.81, 'Austria': 0.62, 'Hungary': 0.6, 'Russia': 0.55, 'Pennsylvania': 0.35, 'Romania': 0.25, 'Norway': 0.25, 'Poland': 0.21, 'Massachusetts': 0.19, 'Arkansas': 0.16, 'Ireland': 0.14, 'Turkey': 0.12, 'Germany': 0.1, 'England': 0.1, 'Other': 0.02, 'Italy': 0.0, 'Switzerland': 0.0})",New York,0.81,Philip,,,,W 27 St. 59,"(nan, nan)",,
86,100,7600,,1920.0,Phillip's,1187.0,,Offer C.,102 W 38 St.,,New York,New York,102,W,38,St.,,,,,,Offer,"Counter({'New York': 0.85, 'Germany': 0.4, 'Russia': 0.37, 'Austria': 0.33, 'Hungary': 0.14, 'England': 0.12})",New York,0.85,C.,,,,W 38 St. 102,"(nan, nan)",,
87,101,7601,,1920.0,Phillip's,1187.0,,Ohio Lunch,9 W 35 St.,,New York,New York,9,W,35,St.,,,,,,Ohio,,,,Lunch,"Counter({'New York': 0.8, 'Austria': 0.5})",New York,0.8,W 35 St. 9,"(nan, nan)",,
88,489,1989,,1925.0,Philips,872.0,,Ohio Lunch ,9 W 35 St.,,New York,New York,9,W,35,St.,,,,,,Ohio,,,,Lunch,"Counter({'New York': 0.8, 'Austria': 0.5})",New York,0.8,W 35 St. 9,"(nan, nan)",,
89,104,7604,,1920.0,Phillip's,1187.0,,Olivari & Poggi,403 W 14 St.,,New York,New York,403,W,14,St.,,,,,,Olivari,Counter({'Italy': 1.0}),Italy,1.0,&,,,,W 14 St. 403,"(nan, nan)",,
90,109,7609,,1920.0,Phillip's,1187.0,,Opera Lunch,34 E 28 St.,,New York,New York,34,E,28,St.,,,,,,Opera,,,,Lunch,"Counter({'New York': 0.8, 'Austria': 0.5})",New York,0.8,E 28 St. 34,"(nan, nan)",,
91,313,9313,3097,1910,Trow,826.0,Restaurant,Till F.,34 E 28 St.  ,Manhattan,New York,New York,34,E,28,St.,,,34 E 28 St.  ,,,Till,"Counter({'Germany': 0.83, 'Russia': 0.42, 'Pennsylvania': 0.35, 'Austria': 0.22, 'New York': 0.18, 'Canada': 0.13, 'Delaware': 0.08})",Germany,0.83,F.,,,,E 28 St. 34,"(nan, nan)",,
92,407,14907,,1925.0,Philips,875.0,,Surprise Bakery & Dairy Restaurant Inc.,34 E 28 St.,,New York,New York,34,E,28,St.,,,,,,Surprise,,,,Bakery,,,,E 28 St. 34,"(nan, nan)",,
93,487,14987,,1925.0,Philips,875.0,,Viennese Kitchen,34 E 28 St.,,New York,New York,34,E,28,St.,,,,,,Viennese,,,,Kitchen,Counter({'England': 1.0}),England,1.0,E 28 St. 34,"(nan, nan)",,
94,111,7611,,1920.0,Phillip's,1187.0,,Oriole ,56 W 39 St.,,New York,New York,56,W,39,St.,,,,,,Oriole,Counter({'Italy': 1.0}),Italy,1.0,,,,,W 39 St. 56,"(nan, nan)",,
95,115,7615,,1920.0,Phillip's,1187.0,,Paddell T. F.,8 E 23 St.,,New York,New York,8,E,23,St.,,,,,,Paddell,Counter({'Ireland': 1.0}),Ireland,1.0,T.,,,,E 23 St. 8,"(nan, nan)",,
96,116,7616,,1920.0,Phillip's,1187.0,,Pagoda Restaurant,554 W 146 St.,,New York,New York,554,W,146,St.,,,,,,Pagoda,,,,Restaurant,,,,W 146 St. 554,"(nan, nan)",,
97,117,7617,,1920.0,Phillip's,1187.0,,Palace,160 W 23 St.,,New York,New York,160,W,23,St.,,,,,,Palace,"Counter({'Austria': 0.83, 'Italy': 0.82})",Austria,0.83,,,,,W 23 St. 160,"(nan, nan)",,
98,124,7624,,1920.0,Phillip's,1187.0,,Parisien Café,8 Ave & 56,,New York,New York,8,Ave,&,56,,,,,,Parisien,,,,Café,,,,Ave & 56 8,"(nan, nan)",,
99,127,7627,,1920.0,Phillip's,1187.0,,Paul ,62 W 9 St.,,New York,New York,62,W,9,St.,,,,,,Paul,"Counter({'Italy': 0.48, 'Germany': 0.34, 'Hungary': 0.31, 'Ireland': 0.31, 'Bohemia': 0.29, 'New Jersey': 0.27, 'Pennsylvania': 0.27, 'Russia': 0.26, 'Virginia': 0.24, 'Wisconsin': 0.2, 'Austria': 0.19, 'Missouri': 0.17, 'Armenia': 0.15, 'France': 0.15, 'Ohio': 0.12, 'New York': 0.1, 'Scotland': 0.07, 'China': 0.06, 'England': 0.05, 'Puerto Rico': 0.05, 'Canada': 0.03, 'Maine': 0.01})",Italy,0.48,,,,,W 9 St. 62,"(nan, nan)",,
100,132,7632,,1920.0,Phillip's,1187.0,,Peck & Zucca,116 W 49 St.,,New York,New York,116,W,49,St.,,,,,,Peck,"Counter({'New York': 0.5, 'Austria': 0.39, 'US': 0.39, 'Vermont': 0.31, 'Russia': 0.29, 'Wisconsin': 0.29, 'England': 0.28, 'DC': 0.26, 'Ireland': 0.12, 'Massachusetts': 0.11, 'Hungary': 0.1, 'Maryland': 0.1, 'Holland': 0.09, 'Pennsylvania': 0.08, 'Connecticut': 0.07, 'Germany': 0.06, 'New Jersey': 0.04, 'France': 0.04, 'Florida': 0.04})",New York,0.5,&,,,,W 49 St. 116,"(nan, nan)",,
101,40,14540,,1925.0,Philips,876.0,,Zucca Restaurant Inc.,116 W 49 St.,,New York,New York,116,W,49,St.,,,,,,Zucca,Counter({'Italy': 1.0}),Italy,1.0,Restaurant,,,,W 49 St. 116,"(nan, nan)",,
102,135,7635,,1920.0,Phillip's,1187.0,,Peg Woffington Coffee House,11 E 44 St.,,New York,New York,11,E,44,St.,,,,,,Peg,,,,Woffington,,,,E 44 St. 11,"(nan, nan)",,
103,81,14581,,1925.0,Philips,873.0,,Peg Woffington Coffee House,11 E 44 St.,,New York,New York,11,E,44,St.,,,,,,Peg,,,,Woffington,,,,E 44 St. 11,"(nan, nan)",,
104,139,7639,,1920.0,Phillip's,1187.0,,Peragallo L.,366 W 23 St.,,New York,New York,366,W,23,St.,,,,,,Peragallo,"Counter({'Italy': 0.91, 'Switzerland': 0.69})",Italy,0.91,L.,,,,W 23 St. 366,"(nan, nan)",,
105,97,11097,2381,1910,Trow,826.0,Restaurant,Peragallo Louis II,366 W 23 St.  ,Manhattan,New York,New York,366,W,23,St.,,,366 W 23 St.  ,,,Peragallo,"Counter({'Italy': 0.91, 'Switzerland': 0.69})",Italy,0.91,Louis,,,,W 23 St. 366,"(nan, nan)",,
106,140,7640,,1920.0,Phillip's,1187.0,,Perlman & Burnstein,62 W 114 St.,,New York,New York,62,W,114,St.,,,,,,Perlman,"Counter({'Russia': 0.86, 'Turkey': 0.79, 'Hungary': 0.72, 'Romania': 0.39, 'Austria': 0.37, 'Germany': 0.02})",Russia,0.86,&,,,,W 114 St. 62,"(nan, nan)",,
107,141,7641,,1920.0,Phillip's,1187.0,,Peter's,165 W 49 St.,,New York,New York,165,W,49,St.,,,,,,Peter's,,,,,,,,W 49 St. 165,"(nan, nan)",,
108,255,1255,,1925.0,Philips,868.0,,"Blue Hour, The",165 W 49 St.,Manhattan,New York,New York,165,W,49,St.,,,,,,Blue,"Counter({'Pennsylvania': 0.54, 'New York': 0.45, 'Ireland': 0.42, 'Tennessee': 0.38, 'Austria': 0.18, 'Ohio': 0.17, 'Iowa': 0.07})",Pennsylvania,0.54,"Hour,",,,,W 49 St. 165,"(nan, nan)",,
109,143,6643,,1930.0,Philips,879.0,,"Blue Hour, The",165 W 49 St.,,,,165,W,49,St.,,,,,,Blue,"Counter({'Pennsylvania': 0.54, 'New York': 0.45, 'Ireland': 0.42, 'Tennessee': 0.38, 'Austria': 0.18, 'Ohio': 0.17, 'Iowa': 0.07})",Pennsylvania,0.54,"Hour,",,,,W 49 St. 165,"(nan, nan)",,
110,145,7645,,1920.0,Phillip's,1187.0,,Pietrantoni F.,165 W 97 St.,,New York,New York,165,W,97,St.,,,,,,Pietrantoni,,,,F.,,,,W 97 St. 165,"(nan, nan)",,
111,239,2739,,1920.0,Phillip's,1184.0,,Frank's ,165 W 97 St.,,New York,New York,165,W,97,St.,,,,,,Frank's,,,,,,,,W 97 St. 165,"(nan, nan)",,
112,146,7646,,1920.0,Phillip's,1187.0,,Pillitoff H.,35 W 20 St.,,New York,New York,35,W,20,St.,,,,,,Pillitoff,,,,H.,,,,W 20 St. 35,"(nan, nan)",,
113,415,1415,,1925.0,Philips,869.0,,Degen's Restaurant,35 W 20 St.,,New York,New York,35,W,20,St.,,,,,,Degen's,,,,Restaurant,,,,W 20 St. 35,"(nan, nan)",,
114,297,6797,,1930.0,Philips,880.0,,Degen's Restaurant,35 W 20 St.,,,,35,W,20,St.,,,,,,Degen's,,,,Restaurant,,,,W 20 St. 35,"(nan, nan)",,
115,230,9230,3014,1910,Trow,826.0,Restaurant,Sternlicht & Advocat,35 W 20 St.  ,Manhattan,New York,New York,35,W,20,St.,,,35 W 20 St.  ,,,Sternlicht,"Counter({'Romania': 0.91, 'Austria': 0.71})",Romania,0.91,&,,,,W 20 St. 35,"(nan, nan)",,
116,147,7647,,1920.0,Phillip's,1187.0,,Pilmer Max,5 E 14 St.,,New York,New York,5,E,14,St.,,,,,,Pilmer,,,,Max,"Counter({'Greece': 0.85, 'Russia': 0.41, 'Germany': 0.32, 'Austria': 0.3, 'Ireland': 0.18, 'West Indies': 0.15})",Greece,0.85,E 14 St. 5,"(nan, nan)",,
117,318,818,1602,1910,Trow,826.0,Restaurant,Kasner Samuel,5 E 14 St.  ,Manhattan,New York,New York,5,E,14,St.,,,5 E 14 St.  ,,,Kasner,"Counter({'Austria': 0.98, 'Russia': 0.48})",Austria,0.98,Samuel,,,,E 14 St. 5,"(nan, nan)",,
118,101,14601,,1925.0,Philips,873.0,,Pilmer Max,5 E 14 St.,,New York,New York,5,E,14,St.,,,,,,Pilmer,,,,Max,"Counter({'Greece': 0.85, 'Russia': 0.41, 'Germany': 0.32, 'Austria': 0.3, 'Ireland': 0.18, 'West Indies': 0.15})",Greece,0.85,E 14 St. 5,"(nan, nan)",,
119,148,7648,,1920.0,Phillip's,1187.0,,Pinsky J. & A.,148 W 49 St.,,New York,New York,148,W,49,St.,,,,,,Pinsky,Counter({'Russia': 1.0}),Russia,1.0,J.,,,,W 49 St. 148,"(nan, nan)",,
120,344,1344,,1925.0,Philips,869.0,,"Ceylon-India Inn, The",148 W 49 St.,Manhattan,New York,New York,148,W,49,St.,,,,,,Ceylon-India,,,,"Inn,",,,,W 49 St. 148,"(nan, nan)",,
121,229,6729,,1930.0,Philips,879.0,,"Ceylon-India Inn, The",148 W 49 St.,,,,148,W,49,St.,,,,,,Ceylon-India,,,,"Inn,",,,,W 49 St. 148,"(nan, nan)",,
122,498,14998,,1925.0,Philips,875.0,,Wachtel M.,148 W 49 St.,,New York,New York,148,W,49,St.,,,,,,Wachtel,"Counter({'Austria': 0.91, 'New York': 0.6, 'Romania': 0.39, 'Germany': 0.38, 'Russia': 0.3})",Austria,0.91,M.,,,,W 49 St. 148,"(nan, nan)",,
123,149,7649,,1920.0,Phillip's,1187.0,,Pinto A. P.,28 W 3 St.,,New York,New York,28,W,3,St.,,,,,,Pinto,"Counter({'Italy': 0.95, 'New York': 0.59, 'Portugal': 0.34, 'Sweden': 0.29, 'Austria': 0.26, 'New Jersey': 0.24, 'Germany': 0.11})",Italy,0.95,A.,,,,W 3 St. 28,"(nan, nan)",,
124,151,7651,,1920.0,Phillip's,1187.0,,Playa's Restaurant,550 W 165 St.,,New York,New York,550,W,165,St.,,,,,,Playa's,,,,Restaurant,,,,W 165 St. 550,"(nan, nan)",,
125,153,7653,,1920.0,Phillip's,1187.0,,Plaza Restaurant,875 W 181 St.,,New York,New York,875,W,181,St.,,,,,,Plaza,,,,Restaurant,,,,W 181 St. 875,"(nan, nan)",,
126,159,7659,,1920.0,Phillip's,1187.0,,Popp E.,131 W 33 St.,,New York,New York,131,W,33,St.,,,,,,Popp,"Counter({'Hungary': 0.87, 'Germany': 0.54, 'Greece': 0.53, 'New York': 0.24, 'Austria': 0.14})",Hungary,0.87,E.,,,,W 33 St. 131,"(nan, nan)",,
127,162,7662,,1920.0,Phillip's,1187.0,,Posilipo Restaurant,225 E 116 St.,,New York,New York,225,E,116,St.,,,,,,Posilipo,,,,Restaurant,,,,E 116 St. 225,"(nan, nan)",,
128,107,1607,,1925.0,Philips,870.0,,Gramazio Bros.,225 E 116 St.,,New York,New York,225,E,116,St.,,,,,,Gramazio,,,,Bros.,,,,E 116 St. 225,"(nan, nan)",,
129,300,2800,,1920.0,Phillip's,1185.0,,Gramazio Bros.,225 E 116 St.,,New York,New York,225,E,116,St.,,,,,,Gramazio,,,,Bros.,,,,E 116 St. 225,"(nan, nan)",,
130,120,14620,,1925.0,Philips,873.0,,Posillipo Restaurant,225 E 116 St.,,New York,New York,225,E,116,St.,,,,,,Posillipo,,,,Restaurant,,,,E 116 St. 225,"(nan, nan)",,
131,163,7663,,1920.0,Phillip's,1187.0,,Post C. F.,147 W 23 St.,,New York,New York,147,W,23,St.,,,,,,Post,"Counter({'New York': 0.55, 'Ohio': 0.44, 'Virginia': 0.4, 'Austria': 0.3, 'Massachusetts': 0.3, 'Ireland': 0.25, 'Connecticut': 0.25, 'US': 0.24, 'Wisconsin': 0.15, 'Germany': 0.14, 'Russia': 0.13, 'Maryland': 0.11, 'New Jersey': 0.06, 'Rhode Island': 0.05, 'Vermont': 0.05, 'England': 0.03})",New York,0.55,C.,,,,W 23 St. 147,"(nan, nan)",,
132,166,7666,,1920.0,Phillip's,1187.0,,Pre-Catelan Inc.,110 W 39 St.,,New York,New York,110,W,39,St.,,,,,,Pre-Catelan,,,,Inc.,,,,W 39 St. 110,"(nan, nan)",,
133,335,10835,2119,1910,Trow,826.0,Restaurant,Mirbach & Manheimer,110 W 39 St.  ,Manhattan,New York,New York,110,W,39,St.,,,110 W 39 St.  ,,,Mirbach,Counter({'Russia': 1.0}),Russia,1.0,&,,,,W 39 St. 110,"(nan, nan)",,
134,410,1910,,1925.0,Philips,872.0,,"Metamora, The",110 W 39 St.,,New York,New York,110,W,39,St.,,,,,,"Metamora,",,,,The,,,,W 39 St. 110,"(nan, nan)",,
135,220,10220,4,1910,Trow,826.0,Restaurants,Abbaye Co,110 W 39 St.  ,Manhattan,New York,New York,110,W,39,St.,,,110 W 39 St.  ,,,Abbaye,,,,Co,,,,W 39 St. 110,"(nan, nan)",,
136,168,7668,,1920.0,Phillip's,1187.0,,Prince George Hotel,5 Ave & 28,,New York,New York,5,Ave,&,28,,,,,,Prince,"Counter({'Germany': 0.6, 'Austria': 0.53, 'Virginia': 0.44, 'North Carolina': 0.36, 'Russia': 0.33, 'Florida': 0.24, 'Italy': 0.2, 'Hungary': 0.2, 'Ireland': 0.18, 'South Carolina': 0.16, 'Georgia': 0.16, 'Canada': 0.09, 'Massachusetts': 0.09, 'New York': 0.08, 'Holland': 0.08, 'Switzerland': 0.08, 'England': 0.06})",Germany,0.6,George,,,,Ave & 28 5,"(nan, nan)",,
137,171,7671,,1920.0,Phillip's,1187.0,,Progressive Dairy Restaurant,39 W 25 St.,,New York,New York,39,W,25,St.,,,,,,Progressive,,,,Dairy,,,,W 25 St. 39,"(nan, nan)",,
138,147,1647,,1925.0,Philips,871.0,,Haldad A.,39 W 25 St.,,New York,New York,39,W,25,St.,,,,,,Haldad,,,,A.,,,,W 25 St. 39,"(nan, nan)",,
139,175,7675,,1920.0,Phillip's,1187.0,,Pucciatti John,302 E 12 St.,,New York,New York,302,E,12,St.,,,,,,Pucciatti,,,,John,"Counter({'New York': 0.54, 'England': 0.33, 'Germany': 0.3, 'Other': 0.25, 'Hungary': 0.23, 'Italy': 0.22, 'Maryland': 0.22, 'Canada': 0.21, 'France': 0.21, 'Austria': 0.19, 'West Indies': 0.17, 'Greece': 0.12, 'Ireland': 0.11, 'Russia': 0.11, 'Virginia': 0.11, 'North Carolina': 0.1, 'Sweden': 0.08, 'Turkey': 0.06, 'Finland': 0.05, nan: 0.04, 'China': 0.02})",New York,0.54,E 12 St. 302,"(nan, nan)",,
140,128,14628,,1925.0,Philips,873.0,,Pucciatti John,302 E 12 St.,,New York,New York,302,E,12,St.,,,,,,Pucciatti,,,,John,"Counter({'New York': 0.54, 'England': 0.33, 'Germany': 0.3, 'Other': 0.25, 'Hungary': 0.23, 'Italy': 0.22, 'Maryland': 0.22, 'Canada': 0.21, 'France': 0.21, 'Austria': 0.19, 'West Indies': 0.17, 'Greece': 0.12, 'Ireland': 0.11, 'Russia': 0.11, 'Virginia': 0.11, 'North Carolina': 0.1, 'Sweden': 0.08, 'Turkey': 0.06, 'Finland': 0.05, nan: 0.04, 'China': 0.02})",New York,0.54,E 12 St. 302,"(nan, nan)",,
141,179,7679,,1920.0,Phillip's,1187.0,,Pushkin J.,104 E 110 St.,,New York,New York,104,E,110,St.,,,,,,Pushkin,Counter({'Russia': 1.0}),Russia,1.0,J.,,,,E 110 St. 104,"(nan, nan)",,
142,17,9517,301,1910,Trow,826.0,Restaurant,Brawn Joseph,104 E 110 St.  ,Manhattan,New York,New York,104,E,110,St.,,,104 E 110 St.  ,,,Brawn,"Counter({'Hungary': 0.88, 'Germany': 0.38, 'Austria': 0.25, 'Russia': 0.16})",Hungary,0.88,Joseph,,,,E 110 St. 104,"(nan, nan)",,
143,191,7691,,1920.0,Phillip's,1187.0,,Renault,230 W 36 St.,,New York,New York,230,W,36,St.,,,,,,Renault,"Counter({'New York': 0.7, 'Canada': 0.61, 'France': 0.6})",New York,0.7,,,,,W 36 St. 230,"(nan, nan)",,
144,192,7692,,1920.0,Phillip's,1187.0,,Richelieu,41 W 24 St.,,New York,New York,41,W,24,St.,,,,,,Richelieu,,,,,,,,W 24 St. 41,"(nan, nan)",,
145,253,14753,,1925.0,Philips,874.0,,Schechter A.,41 W 24 St.,,New York,New York,41,W,24,St.,,,,,,Schechter,"Counter({'Hungary': 0.86, 'Romania': 0.69, 'Austria': 0.64, 'Russia': 0.6, 'Other': 0.35, 'New York': 0.24})",Hungary,0.86,A.,,,,W 24 St. 41,"(nan, nan)",,
146,194,7694,,1920.0,Phillip's,1187.0,,Rigg's ,43 W 33 St.,,New York,New York,43,W,33,St.,,,,,,Rigg's,,,,,,,,W 33 St. 43,"(nan, nan)",,
147,156,14656,,1925.0,Philips,873.0,,Rigg's,43 W 33 St.,,New York,New York,43,W,33,St.,,,,,,Rigg's,,,,,,,,W 33 St. 43,"(nan, nan)",,
148,196,7696,,1920.0,Phillip's,1187.0,,Rip Van Winkle Tea Room,17 W 37 St.,,New York,New York,17,W,37,St.,,,,,,Rip,,,,Van,"Counter({'Russia': 0.81, 'Germany': 0.63, 'New York': 0.22, 'Ireland': 0.14})",Russia,0.81,W 37 St. 17,"(nan, nan)",,
149,199,7699,,1920.0,Phillip's,1188.0,,Rissetto B. A.,110 W 44 St.,,New York,New York,110,W,44,St.,,,,,,Rissetto,Counter({'Italy': 1.0}),Italy,1.0,B.,,,,W 44 St. 110,"(nan, nan)",,
150,355,1855,,1925.0,Philips,872.0,,Lucca,110 W 44 St.,,New York,New York,110,W,44,St.,,,,,,Lucca,Counter({'Italy': 1.0}),Italy,1.0,,,,,W 44 St. 110,"(nan, nan)",,
151,495,2995,,1920.0,Phillip's,1186.0,,Lucca,110 W 44 St.,,New York,New York,110,W,44,St.,,,,,,Lucca,Counter({'Italy': 1.0}),Italy,1.0,,,,,W 44 St. 110,"(nan, nan)",,
152,209,7709,,1920.0,Phillip's,1188.0,,Rockwell Restaurant Co.,24 E 42 St.,,New York,New York,24,E,42,St.,,,,,,Rockwell,"Counter({'Massachusetts': 0.5, 'Maryland': 0.45, 'Ireland': 0.34, 'New York': 0.33, 'New Hampshire': 0.24, 'Pennsylvania': 0.2, 'Austria': 0.1, 'Connecticut': 0.09})",Massachusetts,0.5,Restaurant,,,,E 42 St. 24,"(nan, nan)",,
153,212,7712,,1920.0,Phillip's,1188.0,,Roey Samuel,151 E 14 St.,,New York,New York,151,E,14,St.,,,,,,Roey,Counter({'Russia': 1.0}),Russia,1.0,Samuel,,,,E 14 St. 151,"(nan, nan)",,
154,90,10590,1874,1910,Trow,826.0,Restaurant,Liebowitz & Roey,151 E 14 St.  ,Manhattan,New York,New York,151,E,14,St.,,,151 E 14 St.  ,,,Liebowitz,"Counter({'Austria': 0.85, 'Hungary': 0.74, 'Romania': 0.65, 'Russia': 0.61})",Austria,0.85,&,,,,E 14 St. 151,"(nan, nan)",,
155,213,7713,,1920.0,Phillip's,1188.0,,Rogers,45 St. & 6,,New York,New York,45,St.,&,6,,,,,,Rogers,"Counter({'Ireland': 0.47, 'New York': 0.44, 'Russia': 0.29, 'Wisconsin': 0.25, 'Virginia': 0.24, 'Kentucky': 0.24, 'Jamaica': 0.24, 'South Carolina': 0.21, 'Germany': 0.19, 'Georgia': 0.18, 'Other': 0.18, 'Spain': 0.16, 'North Carolina': 0.14, 'France': 0.13, 'Pennsylvania': 0.12, 'Texas': 0.11, 'Maryland': 0.11, 'Illinois': 0.1, 'Indiana': 0.1, nan: 0.09, 'England': 0.08, 'Holland': 0.08, 'Massachusetts': 0.07, 'New Jersey': 0.07, 'New Hampshire': 0.06, 'Austria': 0.05, 'Wales': 0.05, 'Alabama': 0.05, 'Vermont': 0.05, 'Canada': 0.04, 'Maine': 0.04, 'Iowa': 0.03, 'Delaware': 0.03, 'Scotland': 0.02, 'Sweden': 0.02, 'Italy': 0.02, 'Connecticut': 0.01})",Ireland,0.47,,,,,St. & 6 45,"(nan, nan)",,
156,219,7719,,1920.0,Phillip's,1188.0,,Romano & Taormina,142 W Houston St.,,New York,New York,142,W,Houston,St.,,,,,,Romano,"Counter({'Italy': 0.97, 'Austria': 0.58, 'New York': 0.5, 'Russia': 0.48, 'Germany': 0.28})",Italy,0.97,&,,,,W Houston St. 142,"(nan, nan)",,
157,379,9879,663,1910,Trow,826.0,Restaurant,Deangelis John,142 W Houston St.  ,Manhattan,New York,New York,142,W,Houston,St.,,,142 W Houston St.  ,,,Deangelis,"Counter({'Italy': 0.87, 'New York': 0.82})",Italy,0.87,John,,,,W Houston St. 142,"(nan, nan)",,
158,178,14678,,1925.0,Philips,873.0,,Romano & Taormina,142 W Houston St.,,New York,New York,142,W,Houston,St.,,,,,,Romano,"Counter({'Italy': 0.97, 'Austria': 0.58, 'New York': 0.5, 'Russia': 0.48, 'Germany': 0.28})",Italy,0.97,&,,,,W Houston St. 142,"(nan, nan)",,
159,222,7722,,1920.0,Phillip's,1188.0,,Roof Tree Inn Garden,5 W 28 St.,,New York,New York,5,W,28,St.,,,,,,Roof,"Counter({'Connecticut': 0.78, 'New York': 0.5, 'Germany': 0.49, 'Norway': 0.4})",Connecticut,0.78,Tree,,,,W 28 St. 5,"(nan, nan)",,
160,183,14683,,1925.0,Philips,873.0,,Roof Tree Inn Garden,5 W 28 St.,,New York,New York,5,W,28,St.,,,,,,Roof,"Counter({'Connecticut': 0.78, 'New York': 0.5, 'Germany': 0.49, 'Norway': 0.4})",Connecticut,0.78,Tree,,,,W 28 St. 5,"(nan, nan)",,
