DBA,BORO,BUILDING,STREET,ZIPCODE,Latitude,Longitude
HE CHEROKEE DELI RESTAURANT,Brooklyn,1626,BROADWAY,11207.0,40.685012075132,-73.914196446132
EL CASTILLO DEL POLLO,Queens,12808,111TH AVE,11420.0,40.682778609894,-73.81326616282699
EL VALLE RESTAURANTE,Bronx,3452,BOSTON ROAD,10469.0,40.876316747524,-73.848530429465
CAPY CAFE,Queens,4009,82ND ST,11373.0,40.747316358684,-73.88386858824501
SAZON COLOMBIA,Queens,8926E,ROOSEVELT AVE,11372.0,40.748316841149,-73.877291078932
GUATELINDA,Bronx,1766,WESTCHESTER AVENUE,10472.0,40.831447638303,-73.867803203855
SEIS VECINOS RESTAURANT,Bronx,640,PROSPECT AVENUE,10455.0,40.815220478224,-73.903395663208
RICO CHIMI,Brooklyn,1492,MYRTLE AVENUE,11237.0,40.699191819306,-73.914517129369
LAS DELICIAS RESTAURANT & BAKERY,Queens,1801,COLLEGE POINT BLVD,11356.0,40.782983677322996,-73.84585478843
ARIS POLLOS A LA BRASA,Brooklyn,691,KNICKERBOCKER AVENUE,11221.0,40.694566860155,-73.910891673053
EL CASTILLO DE JAGUA II,Manhattan,521,GRAND STREET,10002.0,40.714573786457,-73.982082786248
El Crucero Restaurant & Grill,Bronx,339,EAST  138 STREET,10454.0,40.809886939784,-73.924742105903
FRUIT AND VEGETABLES ANAYELYS BOUTIQUE,Bronx,613,CRESCENT AVENUE,10458.0,40.853687680321,-73.887922340273
PALACE OF ZULY,Queens,913,WYCKOFF AVENUE,11385.0,40.696940301279994,-73.906456352297
CENTRO ESPANOL,Queens,4101,BROADWAY,11103.0,40.75856100041,-73.918108041552
LA NUEVA BAKERY,Queens,86-10,37 AVENUE,11372.0,40.750145379205,-73.88038798996101
LAS DELICIAS RESTAURANT & BAKERY,Queens,1801,COLLEGE POINT BLVD,11356.0,40.782983677322996,-73.84585478843
BESO,Staten Island,11,SCHUYLER STREET,10301.0,40.643350145468,-74.076539516097
SOPHIE'S CUBAN CUISINE,Manhattan,96,CHAMBERS STREET,10007.0,40.714673757035,-74.00743094739
EL PIN POLLO RESTAURANT,Queens,392,WOODWARD AVENUE,11385.0,40.708926053428,-73.912564061387
LA GUARDIA CAFE,Queens,9702,23RD AVE,11369.0,40.76843154024,-73.8732393513
LA ESTRELLA TROPICAL,Bronx,744,BURKE AVENUE,10467.0,40.871391343687,-73.865065877195
RIAZOR BLUE TAPAS BAR,Queens,89-05,NORTHERN BOULEVARD,11372.0,40.756258933279,-73.878694933247
TORIBIO RESTAURANT,Brooklyn,3169,FULTON STREET,11208.0,40.681954695421,-73.878163603774
YUKKA LATIN BISTRO,Bronx,5684,RIVERDALE AVENUE,10471.0,40.906387407534,-73.90421408971301
EL RINCONCITO RESTAURANT,Manhattan,408,EAST   10 STREET,10009.0,40.725626053154,-73.976971085952
NATURAL JUICE RESTAURANT,Brooklyn,5716,5 AVENUE,11220.0,40.641036236124,-74.014557169747
SOCARRAT NOLITA,Manhattan,284,MULBERRY STREET,10012.0,40.724513885607,-73.99511144361101
ALCALA RESTAURANT,Manhattan,246,EAST   44 STREET,10017.0,40.751598751132,-73.972436056359
EL CHEVERE CUCHIFRITOS,Manhattan,2000,3 AVENUE,10029.0,40.793983366461,-73.942926355771
PARADISE CAFE NY RESTAURANT,Bronx,1021,OGDEN AVENUE,10452.0,40.833576793068,-73.929019157014
LOMA COFFEE SHOP & RESTAURANT,Brooklyn,454,ROCKAWAY AVENUE,11212.0,40.668952352824,-73.910565547869
EMPANADAS MONUMENTAL,Manhattan,4093,BROADWAY,10032.0,40.844473596312,-73.93891072930501
LA CABANA RESTAURANT,Brooklyn,106264,FLATBUSH AVENUE,,0.0,0.0
EL PERRO,Queens,8026,NORTHERN BLVD,11372.0,40.755380766968,-73.886911697316
BUENA VISTA RESTAURANT & BAR,Manhattan,536,9 AVENUE,10018.0,40.756896532161996,-73.993726599692
KEVIN CAR WASH AND DELICATESSEN,Bronx,3455,THIRD AVENUE,10456.0,40.829690565657,-73.906471357868
LOS CAFETALES RESTAURANT,Queens,7817,ROOSEVELT AVE,11372.0,40.747270474785,-73.887401909809
DELICIAS CALENAS #4,Queens,94-18,SUTPHIN BOULEVARD,11435.0,40.698835881305,-73.806826859469
YOLANDA RESTAURANT,Brooklyn,188,JAMAICA AVENUE,11207.0,40.680253981788,-73.892959638513
SOPHIE'S CUBAN CUISINE,Manhattan,96,CHAMBERS STREET,10007.0,40.714673757035,-74.00743094739
CHEF TORIBIO RESTAURANT,Brooklyn,446,WILSON AVENUE,11221.0,40.693357921223004,-73.912851407381
SOL DE QUITO RESTAURANT,Brooklyn,189,IRVING AVENUE,11237.0,40.70172309903,-73.919126653917
HUERTAS,Manhattan,107,1 AVENUE,10003.0,40.726711685913,-73.985939974146
LA COCINA DE AGAVE,Manhattan,398B,WEST  145 STREET,10031.0,40.824270076966,-73.945357268734
Legends Bar & Restaurant,Bronx,1735,EAST  172 STREET,10472.0,40.832514783651,-73.869716322398
LA PERLA DEL ULUA RESTAURANT,Brooklyn,354,MELROSE STREET,11237.0,40.70368330811,-73.92802550458299
EL TUCAN,Queens,4324,91ST PL,11373.0,40.742878639015004,-73.87399908836
ROSA'S CAFE,Queens,30-03,38 AVENUE,11101.0,40.754126693003,-73.932655794781
